Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
2,6292.615283,7.558142704,114.0612729,43.65807172,High
2,2147.548019,6.558131764,-42.50321732,-21.52744616,High
1,5287.986324,5.915773151,13.92948269,0.209456797,High
1.5,1650.862319,4.734128839,-89.76235798,15.91023634,High
1,31387.70933,5.223347268,105.7299052,32.29057735,High
1,22877.95013,6.329789255,-9.09175849,15.52940588,High
1.5,12965.43287,6.004160341,43.91125614,1.001136556,High
1.5,9301.874909,4.805397741,-2.184044074,24.89888741,High
1.5,5706.495842,5.887312993,60.84593944,8.362059895,High
1,18111.97735,5.19249545,3.688002616,11.68399775,High
1.5,729.1902845,4.381673465,5.604025824,9.99612665,High
1.5,3243.19729,4.335963646,21.11978674,10.8258406,High
2,29.98774709,3.228445296,106.8203951,21.53289826,High
1.5,9009.124583,4.84947254,134.4403163,-26.04359442,High
1,2759.597194,5.375910532,117.7554616,28.48627694,High
1,1252.289585,4.827540538,67.98599755,9.18542424,High
1,11671.76856,4.839881644,19.77057574,24.19485132,High
1,348.1163734,4.984376865,46.81081858,25.98918528,High
1,33364.25863,5.693796324,118.1318673,11.00842006,High
1.5,13486.14895,4.79820842,158.0702111,-10.21005437,High
1,148188.498,6.402372662,56.28968303,-3.294848937,High
1,73101.59792,5.264769203,38.37511767,-25.13865761,High
1,58902.75522,6.931620444,54.15555279,34.53329777,High
1.5,7361.19835,4.302475672,11.38851092,4.903779464,High
1,183087.0548,6.38069579,108.0494893,35.07037007,High
1,3422.700545,4.035472856,30.58371027,37.33580401,High
2,487.3529918,3.99894375,-35.14678293,22.94599483,High
1,4807.619483,5.727280732,27.56363148,-12.16549609,High
1,9562.498853,6.708184004,68.03575097,18.61211882,High
1.5,450424.2423,6.917034869,18.2699364,28.39173485,High
2,11441.68888,6.467635353,57.02192061,12.49517069,High
1.5,6177.992386,5.588991127,74.15755604,3.201722152,High
1,34199.87206,5.02101671,103.9190286,23.45659624,High
1,385.3400612,4.424116734,40.45358963,-11.20682698,High
1.5,2699.361273,5.550842968,14.37433041,8.197862457,High
2,2526.483157,7.071563691,77.62118943,20.4005584,High
2,127692.3205,6.282151186,-51.82356926,-1.812157492,High
1,6888.590951,4.716111152,49.29615821,5.703192744,High
1,54302.97322,7.345479115,12.67982123,26.42137332,High
1,820.5702443,5.11800786,7.423427071,25.95515662,High
1.5,1322.344068,6.320641046,110.0836182,16.07741233,High
1.5,5697.316896,5.883252121,60.9834198,8.395679762,High
1.5,171254.6293,6.456257642,4.047409641,33.88464262,High
1,16350.38799,5.457661153,49.84989994,15.58235871,High
1,1663.135334,5.001425323,17.34862415,23.03112818,High
1,5535.126462,5.476094414,4.621218516,15.67234816,High
1.5,308693.291,6.5,-17.89974382,35.60006536,High
1,146506.4718,6.134935674,85.82081076,9.736971928,High
1,42158.56287,5.459380594,52.4311212,3.253996613,High
1,8028.275856,6.020883094,-56.91615324,2.840313795,High
2,6825.060851,5.059004286,121.3659173,7.802085743,High
1,71958.36159,5.655236614,116.9729328,20.38625017,High
1,42478.17845,6.464293241,95.89133168,16.58663538,High
2,56555.65114,6.528086939,108.0158862,41.98944537,High
1,28389.90365,5.246188967,72.97240029,21.66660279,High
1,118228.2392,6.065451915,54.77999872,-2.868851719,High
1,375635.6047,6.557590495,53.75728526,22.45022021,High
1,6913.001381,4.813748996,13.93622272,15.21790344,High
1,549189.843,6.876215915,78.60753516,24.6144153,High
1.5,1757.409902,5.439510336,120.1201079,31.5562326,High
1,39580.94642,5.173585164,-67.41935701,31.83914795,High
1.5,6831.956645,4.677418838,92.48262446,6.078774992,High
2,85607.56178,5.892571939,44.11638533,14.81027864,High
1.5,84357.24221,6.529551131,87.26045497,18.60884735,High
1,18185.75249,5.233180148,4.064814917,5.745260638,High
2,15336.76937,7.026891406,-22.90694871,20.9042047,High
1,24389.42131,5.387344299,8.282652463,23.88906344,High
2,579554.4754,7.083876919,31.9906288,-23.22729245,High
2,18107.14771,5.442301988,-53.96684877,-30.74797537,High
1,32797.04717,4.769353021,-9.844373101,36.37299181,High
1,152366.5827,6.775987175,25.03571381,-2.940722586,High
1,117021.2236,6.22009293,30.28250027,19.49711922,High
1,5294.863349,5.464149405,16.13862812,16.42134833,High
1.5,2390.958205,6.453677755,50.46557651,19.80714018,High
1,173759.0247,6.126018625,86.34992863,32.24993873,High
1,31961.73333,5.317134709,29.33421133,17.93619474,High
1,115489.055,6.251571308,37.58596378,-14.12924497,High
1,23911.63934,4.8108277,76.38173707,6.894923507,High
1,29205.87125,5.688176034,7.634411262,8.530478165,High
1,54569.82105,7.275654159,28.61677182,30.6577467,High
1,4721.754936,5.724866381,7.571237265,-0.418954835,High
1.5,43892.50635,5.602905975,9.623499241,22.35011068,High
1,59358.7679,6.693707886,120.8377245,41.68322067,High
1,3343.198353,3.938966968,-9.97747119,16.88465956,High
1,128793.7884,6.287914344,93.17721663,27.40782918,High
1,411.8906957,4.802711413,27.72989308,-17.39270817,High
1.5,3712.103166,5.126053279,-31.84306092,7.010688543,High
1,1648.649361,4.954838794,74.03537127,26.61245137,High
2,749.4090801,6.848749799,2.136575854,7.913548402,High
1,71630.13352,5.632774931,118.6975408,18.83650638,High
1,72358.38551,5.39251118,69.94143781,-9.243308151,High
1,3182.798069,5.833545051,72.27180382,26.90111964,High
2,580634.3915,7.090106564,30.3189035,-24.97528106,High
1,29316.70449,5.406619845,11.45176348,5.527693326,High
1,1597.198444,4.208739364,11.56015526,-8.444869348,High
1.5,86432.36356,5.84306607,-2.785246558,49.43444811,High
1,1708.548815,3.922735865,-137.4808883,50.06989259,High
1,1719.064184,4.148535604,-136.1321359,48.62051198,High
1,3248.039113,3.839653897,24.62570635,22.1936434,High
1.5,1685.638842,5.124057744,-87.72628946,13.94608156,High
1,3342.890384,3.871208684,9.607414733,28.87710755,High
1,7078.991307,5.166667417,49.66186259,17.04568469,High
1.5,7199.210958,6.53452151,35.60753938,3.284076716,High
2,304156.7731,6.820431088,-84.04018154,12.83901357,High
2,82223.36781,7.753604914,-55.96467339,-8.594282053,High
1,440230.4005,6.876643073,48.45352886,34.38241303,High
1,33885.30544,4.951432944,77.73397476,25.29325919,High
1,76483.57212,7.101680389,10.26051567,7.236564713,High
1,14307.42679,5.2,29.48533248,49.63681648,High
1.5,64148.02855,7.448682618,47.98467433,2.54982886,High
1.5,17904.54126,6.961072649,35.15162856,1.724598964,High
1,41849.90427,5.770400371,89.6618604,2.898010861,High
1.5,55402.42405,5.8822074,-59.67297184,-1.735927727,High
1,170694.593,6.419805028,91.83328891,25.27282568,High
1,19191.20476,4.82187481,64.09370436,12.61109267,High
2,743.4490125,6.760745847,3.875313931,9.058622821,High
1,58807.87487,6.778875276,28.74591771,24.29581275,High
1,32.78412464,4.168810946,69.86724059,34.2672627,High
1.5,731.2534652,4.439425197,-8.228524691,1.115310718,High
2,78943.68019,6.265656427,10.14252046,5.319814628,High
1,143470.2804,7.062151274,17.20260101,11.26354668,High
1.5,4900.39934,5.591777235,5.944328206,38.95115667,High
1,151240.9143,6.718473144,29.34915111,-5.125901096,High
1,343583.659,6.422048764,-18.96074614,-8.673648753,High
1.5,4463.443168,5.086133342,76.73714489,15.00239644,High
1.5,4109.679286,4.54296459,104.5309908,22.60680025,High
1,13175.28359,4.877257597,124.3497732,37.59782571,High
2,84722.56385,6.058289032,20.52016517,20.36042817,High
1.5,13760.93822,4.70217966,66.17942585,-12.88737502,High
1.5,60268.87863,6.063692269,98.57814342,10.70232698,High
1.5,142299.5505,5.847659863,52.92662627,11.47690187,High
1,58598.29473,6.6185819,80.36296859,43.52430435,High
1.5,26704.76849,5.933347802,16.1183705,22.01505061,High
2,13321.34615,5.732042291,54.75458718,16.56114422,High
1.5,462310.609,7.132550111,26.47493296,14.26629462,High
1,19101.38993,4.698020055,-1.324278116,29.52823892,High
1,147818.9355,6.470878664,22.76612513,-12.20954905,High
1,31678.06317,6.077476656,119.1016026,28.36718518,High
1,1331.015662,4.335951532,117.2459149,24.5729262,High
1,74704.73,5.335805144,9.837637058,7.221710504,High
1.5,32309.46722,5.162427215,-49.96474142,36.55802256,High
2,239660.2598,7.055853724,67.76750477,15.53617631,High
1,1655.833401,4.706682286,66.74432999,25.712714,High
1,27880.8008,6.610988619,91.25640259,26.2515321,High
2,384499.7621,7.135658643,44.10288051,1.41501729,High
1,153724.6684,6.798271315,24.31559656,1.977145913,High
2,31879.05076,5.498860651,20.38765601,17.55383483,High
1,168992.5141,6.062041417,104.1775869,27.90675821,High
1,124872.2506,6.049808975,100.5368054,23.41021201,High
1.5,477332.236,6.95909268,51.61876642,6.624491626,High
1,15343.78637,5.996212897,48.01096051,37.17412377,High
1,9187.935126,4.631736326,11.24994795,18.89269798,High
1,1643.779471,4.367362103,71.70807281,16.94909858,High
1,1683.122955,4.528146286,113.7908829,37.4867912,High
1,1685.898917,4.553564333,118.3246652,35.9887194,High
1,76315.71675,6.058804611,64.52261983,21.4531583,High
1,7763.47319,4.861692206,17.5719108,15.27095303,High
1.5,79166.37925,6.418527685,9.357335733,21.41431029,High
2,34849.72109,6.237618967,9.553170874,40.92192188,High
1,29385.39572,5.974686618,51.34476344,30.64726395,High
2,175304.0701,6.963531874,-70.08249932,38.47246344,High
2,371935.0604,7.818956335,19.16439735,17.25446933,High
1.5,91525.07989,6.242165377,113.5346329,26.1910636,High
1,3637.651253,5.684742525,62.72661816,28.55403936,High
1,4464.264639,4.854031271,76.22763836,11.92420803,High
1,13613.64534,6.55829361,62.35995121,26.66295078,High
2,9791.084849,4.815805503,-73.77017957,33.74417488,High
1,369.6463946,2.924656756,50.99218786,37.87631791,High
1.5,14687.85309,5.459280844,70.81574513,32.902188,High
1,34123.24701,5.149169488,124.5126477,33.88684253,High
1,754.7721808,3.71488383,-49.59792622,17.78240583,High
1,54940.40186,5.3031484,-84.90848604,36.8771494,High
1.5,74142.81702,6.500197073,12.43844466,0.17207376,High
1,388.1850258,4.5846942,31.99474191,-21.53957687,High
1,2567.872892,4.085323522,94.79641795,38.28122246,High
1,946.9309923,4.712148945,140.8126812,22.62026367,High
1,4942.905486,5.167160918,22.73977118,45.57231054,High
1,146998.0142,6.169296775,79.98925941,6.279188535,High
1,15.99821346,3.504606188,69.1044469,36.74483949,High
1,42169.65623,5.4977394,55.93000048,5.276085526,High
1,440136.8043,6.871636097,46.36187192,34.24192978,High
1.5,3243.910463,4.68921119,53.17992412,9.012233218,High
1.5,35851.80774,5.340679668,6.345121005,34.11945992,High
1,1701.115138,5.3338228,115.1430028,40.23639435,High
2,386138.8686,7.190397982,37.83471987,-1.797483973,High
1,122395.0046,6.268297285,103.6753339,18.98310233,High
2,10095.18264,6.239586136,15.99869483,28.77926765,High
1,439.4023787,5.050787905,21.14356143,-9.157580754,High
1,19194.55611,5.01298387,102.8800277,-5.347331612,High
2,462760.978,7.120192082,27.33440853,20.01580482,High
2,272998.0842,7.3,-38.30642251,40.89474586,High
1,151044.6197,6.146900118,108.8571697,-20.78523151,High
1,2218.214269,4.150405981,127.6028728,37.35475586,High
1,349.8902936,5.210460805,60.05998177,13.88332941,High
1,13512.67611,6.76728239,98.35882298,28.75509352,High
2,505.0698197,4.689515819,-60.36733999,5.581432472,High
1,19727.42504,5.557016854,58.71911469,32.50672107,High
1.5,31.00209051,4.084073288,65.74144621,35.48461574,High
1.5,153.6986231,3.565700426,102.8221959,-39.2475783,High
1,31879.85857,5.775089873,58.77282903,24.11738234,High
1,35475.99282,5.892243428,78.01196183,25.89271243,High
1,147110.2217,6.178179516,66.02109591,1.239003273,High
1,553025.897,6.815819756,71.68408191,15.08502887,High
1,121931.8495,6.034993785,79.79513443,25.75116387,High
2,4866.376325,5.52594065,-0.432671057,36.18808444,High
1,26879.74522,4.719461988,12.44539535,-7.5974964,High
2,8124.796584,6.124067051,120.5991317,19.11243418,High
1,18735.75773,5.212569267,-41.37351714,-3.556254024,High
1.5,4372.485804,5.735501792,10.60205108,3.713685075,High
2,480392.5644,6.612328699,79.63039806,20.70028739,High
1.5,622402.0768,6.819799774,84.31394484,-13.95462876,High
2,13461.3438,5.372261705,100.6433697,-5.51136258,High
2,3237.634091,5.071686869,29.33379696,-3.589354292,High
1.5,708.5007232,6.244713521,14.07082261,15.77304193,High
2,35688.42973,5.920505217,13.42089514,22.7679215,High
2,81097.58771,7.298453114,-44.51997271,-8.863993864,High
1,372688.851,6.507651862,54.96326192,15.82581408,High
1,43017.33983,6.285981293,45.90741395,14.32470514,High
2,303393.2894,6.83731219,-84.43966647,14.00445483,High
1,1921.651948,3.933910581,72.14166183,21.86234026,High
1,168020.0848,5.941249669,116.1894128,27.21518593,High
1,66382.65432,5.627080588,-2.273001976,21.02130042,High
1.5,79521.96426,6.489425988,6.074726414,20.14827024,High
1.5,698.8786107,5.237741549,-9.263933599,7.113042734,High
1,865.0291548,3.765976016,-58.15905024,46.76413679,High
1,806.6051003,4.748473422,142.5742615,-11.36367248,High
1.5,4885.116068,5.609717683,1.375811071,37.52549918,High
1,13439.53008,5.616712618,136.8361357,2.416064775,High
1.5,53000.3135,6.587262184,57.04909011,-9.829915151,High
1.5,12871.35052,6.699305262,2.963925722,-18.06057281,High
1,13272.08046,5.897174029,113.9017492,29.7772425,High
1,1638.219398,4.9,-11.99190694,12.1758153,High
1,473.7724266,4.347598164,14.61057925,-2.36074476,High
1,148173.8342,6.666504899,35.10076894,-6.801336871,High
2,1714.432458,5.284126324,-79.14442737,22.68910431,High
1,9480.232602,4.050726894,124.6889497,42.93909135,High
1,1671.155291,4.463880449,105.360449,31.84149656,High
1,77121.04463,7.369858745,15.43449781,0.852037097,High
1,19866.33065,5.798306555,71.78646468,31.28548236,High
2,46.64914014,3.249978468,126.3422013,8.779254682,High
1.5,441207.4738,6.928912133,70.28885,35.84895216,High
1.5,742.8970303,6.006891381,16.99950188,17.39717716,High
2,76.65034934,3.425915936,170.7339109,-18.85297303,High
1.5,4904.476542,5.583677907,6.987015489,39.38224342,High
1.5,86044.20341,6.042188751,118.8491449,10.65593935,High
1.5,233269.2583,6.996890316,-68.27968341,-1.994943657,High
1,150559.3939,6.4970846,49.7200506,2.587479279,High
1,31339.5968,5.232291567,135.0792566,29.53380415,High
1,65572.41875,6.016956097,71.78001599,18.69594266,High
1,2531.628452,5.823264112,44.84156803,14.89561742,High
1,41203.84173,5.729713061,-3.561076049,0.428517562,High
2,6662.06022,5.968882088,34.0328297,11.05973134,High
1,142888.6662,6.76495281,47.66142678,19.81990367,High
1,19847.20084,5.787400453,68.37548825,31.32185499,High
1,16416.42538,5.993550443,30.31287586,8.618349537,High
1,73052.80638,5.612085059,90.01842371,19.72516295,High
1,126544.6956,6.130832124,103.800216,27.31462706,High
1,236624.9779,7.069418784,-65.01945625,-9.467682243,High
1.5,6935.248417,5.238990624,43.74602547,7.52606606,High
1,73970.50982,5.243260906,15.5194193,-16.06117478,High
1,29135.59232,5.536994888,10.63166314,8.829542843,High
2,56562.14567,6.347005037,77.55442349,26.20021033,High
1,9686.566121,4.305053961,53.96090827,44.21385886,High
1,180285.2338,6.051182232,95.86654442,29.26597638,High
1,175704.8642,6.173363575,75.15673036,34.14809244,High
1,159402.5986,5.752266604,19.98335632,-7.280738258,High
1.5,138182.6711,6.541909947,23.73492766,30.31767855,High
1.5,9289.213822,4.759579572,-0.508626357,23.8056888,High
1,1683.994225,5.013707855,117.9057115,45.03139774,High
1,338032.4859,6.759366073,60.47499358,25.11084006,High
1,18414.56254,6.290949899,39.05595101,5.743161872,High
1,63932.1131,5.796991378,50.59277699,26.12662236,High
1,376890.4089,6.514250395,107.7763765,24.38637591,High
1,811.4797041,5.357322569,6.577438181,23.44268267,High
1,3247.014608,3.831130145,15.4835537,20.71715989,High
1.5,53153.22577,6.711172841,48.47292047,-11.9744819,High
1.5,1264.232098,5.135115457,92.06314335,22.73138065,High
1,165219.1532,5.734881853,98.02045968,26.21030069,High
1,29518.81038,5.294329898,73.74112814,21.72601527,High
1,33800.62154,5.045710996,39.83231914,4.111847262,High
1,18866.73263,4.975409147,-20.20573755,8.697011556,High
1,3046.930274,5.090957025,88.21973057,25.32105588,High
1,2844.160939,5.614844133,59.27523974,14.28965989,High
1,67066.95108,6.669239319,-0.251204736,9.136778587,High
1,26180.72721,5.906917193,19.43266951,17.63369143,High
1,6878.413442,4.576664872,16.6779689,19.06695365,High
1,3834.511719,5.411282256,18.74930004,12.84830057,High
1,377393.8138,6.455334046,112.9798832,25.06110067,High
1,29257.69171,5.977117082,9.908122286,18.24028752,High
1,4981.461365,5.390658455,32.34495132,35.35415771,High
1.5,18957.02966,5.259694522,-63.41988991,13.73880909,High
1,31.50297844,4.296257744,56.26316658,38.02151962,High
1.5,14670.68265,5.485163318,75.17770294,32.32821825,High
1.5,561967.3761,6.675042021,55.54616699,-7.127069932,High
1,6171.66065,4.64782488,116.1059156,11.17642376,High
1,394.5121697,2.985575407,43.25847369,40.22695545,High
1,224.3881235,3.270041391,27.58635443,-23.34939407,High
1,163614.2861,5.846240477,39.40851854,22.77171343,High
2,598159.3691,7.020542169,49.67878523,-28.4679699,High
2,57135.64755,6.301257189,72.230253,42.6735103,High
1,4757.32294,5.001659916,16.97707316,15.87530525,High
1,14607.99934,5.422433107,118.0472708,19.71846073,High
1,6131.900126,4.582401674,77.55772464,-7.20062404,High
1.5,4479.446616,5.457350025,50.21273403,27.87497507,High
1.5,65712.26798,6.00771039,56.33622074,28.71388961,High
1,564516.1866,7.008157493,4.851239577,8.963752616,High
1,23957.91665,4.735115295,91.81491586,4.459333041,High
1,374197.9188,6.731268216,78.31088148,22.38935572,High
1,1679.754095,5.055423249,16.55143476,27.43060925,High
2,57389.72709,6.042798936,-71.22699352,25.60763497,High
1.5,24762.90533,6.258357798,-54.06244291,49.65088209,High
1,16427.84656,5.979906149,33.6409921,9.509731276,High
1,347.3634534,5.249492899,61.78301454,16.31333587,High
1,375.6267511,3.318020777,43.00098773,10.99239845,High
1,14578.58634,5.52468941,115.592506,22.60877605,High
1,242.9104183,4.605966634,14.55325072,-1.051916319,High
1,238.086886,3.279193468,-59.28583458,-9.181570092,High
1,5269.018976,4.587421179,141.7839377,-29.88539294,High
1,13159.24715,4.606041355,128.1312229,38.20182568,High
2,7611.902313,6.746297477,-65.421458,1.21155613,High
1,330806.6365,6.754468518,60.30737866,21.35475365,High
1.5,1728.797064,5.050222275,122.0430685,37.61744861,High
1.5,31454.97386,5.374163744,35.30958342,36.02551544,High
1,26872.95094,5.407642872,46.77099013,5.397246408,High
1.5,1846.970591,4.646973265,75.32613526,29.01792167,High
1,373905.765,6.454607677,56.48604672,26.42763546,High
1,162814.9758,5.903050583,11.12709979,21.0526996,High
1.5,1264.057887,5.631700824,102.2366608,17.40570662,High
1,4922.743298,4.773387572,42.99849246,34.9232663,High
1,192173.256,6.18797524,120.4679692,42.07717365,High
1,396196.8377,6.13445464,-54.6272414,-28.81150978,High
2,54152.75285,7.476891915,-1.14775113,-13.05622471,High
1,26174.6854,6.102614283,9.092440071,19.71278278,High
1,571.0628344,4.253714909,-0.726137483,-31.34367492,High
2,11566.44591,6.188260424,116.6813808,-10.67270522,High
2,9858.358316,4.586187471,-82.25742123,37.49250922,High
2,8258.583994,6.085911176,93.41715008,14.74322005,High
1,65063.09297,6.550133996,20.23727168,13.36343417,High
1,128487.8209,6.430042719,43.62024662,9.872724897,High
2,57128.08127,6.304373446,73.78896055,42.71319584,High
1,13380.36629,5.809648505,126.8508997,12.71819802,High
2,34031.78435,5.452001109,38.30752181,27.88163039,High
1.5,29740.14689,5.293779407,125.5831912,38.13308015,High
1,4328.270182,4.8,85.56313557,16.91464376,High
1,147831.5358,6.116123889,90.91909457,-4.016464446,High
1.5,12851.26088,6.653122047,0.643215481,-17.65427496,High
1,6258.083527,4.487361546,108.3554564,15.14552177,High
1,19195.92638,4.973817552,104.3236602,-4.014938024,High
1.5,9178.913153,5.723567467,4.700685041,36.16701819,High
1,6197.22356,5.005352722,96.80571261,10.71121532,High
2,7437.656571,5.936101051,33.48954181,8.053794239,High
2,57567.63597,6.123337739,-16.76252039,40.40770611,High
1,23970.97907,4.71374441,96.17114636,3.771853578,High
1,149077.8011,6.285155731,82.90985722,-18.10753942,High
2,138485.2071,6.513071732,1.282358663,32.38082212,High
1.5,4913.547648,5.565658228,9.306823853,40.34134081,High
1,3655.194333,4.733104319,-52.47803875,6.217521068,High
1.5,1262.770485,5.445036344,59.32776911,9.441823591,High
1,1802.948052,4.148181472,144.2981325,2.150194786,High
1.5,448820.4879,6.900891188,18.01696492,28.92145744,High
1,26466.79878,6.249751789,41.96572708,21.11124969,High
1,37552.97342,5.728239958,45.97098175,20.20082829,High
1.5,34115.6259,5.429043715,49.86278163,27.08682246,High
1,6321.860244,5.692343588,26.2770052,5.302036837,High
1,115149.1575,6.790997778,-52.19396092,2.185824274,High
1,375.1318619,4.421597608,20.09151771,5.977319001,High
1,28680.74151,5.034580785,37.21657681,14.03826405,High
1,76705.38222,7.321231548,13.05219159,3.978645066,High
2,728.6958967,4.92491917,-32.90831155,-14.64556192,High
1,77115.45454,7.372953772,15.43190086,0.863306535,High
2,6748.266904,5.507255404,82.08048767,9.427348049,High
1,6386.335784,4.249232645,96.85371139,21.0356957,High
1,1923.621887,4.517596231,23.26440917,-3.038711029,High
1,1341.901562,5.376860842,96.3972519,26.11240002,High
2,9341.767151,5.237657405,7.002932363,27.02374557,High
2,9164.291634,6.243179446,8.847688119,41.56517504,High
2,269322.2555,7.3,-16.14757723,38.933282,High
1.5,1669.339909,4.903544397,-91.86887103,17.00646794,High
2,297811.505,7.250054938,84.79504226,1.45938183,High
1,376.66978,3.711061077,48.71141907,12.05480576,High
2,4439.014801,6.301887746,9.597531518,3.036724229,High
1,435.9704727,5.126022125,66.48579977,2.67659776,High
1,33826.14278,4.936611476,59.1735515,8.70537584,High
1,18285.79146,5.167643147,6.443307021,6.445918624,High
1,26151.52925,6.12451135,9.194962139,20.41688735,High
1,43231.38378,5.648766841,-39.43381923,3.73609571,High
2,142182.8202,5.998911315,-29.43199596,-16.59174902,High
1,3559.888557,4.271261219,0.920370442,37.68403402,High
1,33774.18557,4.95879057,101.7794855,37.25079842,High
1.5,84723.31615,6.270660977,99.81165193,23.36272248,High
1.5,139580.1126,6.283225993,38.03942868,36.45172892,High
1,245.1769657,3.367014439,-73.55500051,-4.601983115,High
1.5,74563.01442,5.871427138,6.954292598,9.320071761,High
2,45874.89593,5.666838315,-73.45180556,43.10906896,High
1,13421.37915,6.549478614,103.5530941,27.90002349,High
1.5,38508.69689,5.545725043,40.76790511,14.12708292,High
1.5,7363.005784,4.83837255,49.59698398,14.92383801,High
1,58829.14716,6.823990588,113.6743246,43.00963321,High
1.5,20809.52897,6.563110337,28.71013992,-6.171934278,High
1,55104.7988,5.477843573,-78.74897019,25.30042186,High
2,1277.402891,6.81984346,115.650614,3.72047989,High
1,43482.23566,6.848969964,57.32808164,28.1590789,High
2,96854.44878,7.442864103,13.07796882,17.14207208,High
1.5,85945.17013,6.071177382,119.0566165,11.21309505,High
1,14540.95447,5.862313739,52.1405865,22.16364172,High
1,959.1049,5.654015321,129.683395,7.603318752,High
1,4466.357463,4.525664518,112.6413221,27.26771143,High
2,2457.50134,7.391499404,87.52359897,24.261371,High
1,495.0244309,3.794547141,10.76891219,1.43444854,High
1,9773.854244,4.853733864,14.41439193,40.4125896,High
1,773.2942631,5.562963574,104.1087876,18.34426755,High
1,7150.230948,4.594959094,-44.52840585,15.00834617,High
1,117615.0214,6.619384411,68.57318424,7.880475143,High
1.5,3212.12772,5.003316972,20.57204049,-0.607724898,High
1,29575.96828,5.502777683,98.74616759,34.04390716,High
1,38651.20491,5.077739594,-38.80042663,-6.727099973,High
2,526.6766949,4.616885846,-74.41408361,2.99255827,High
2,9183.884715,6.230274771,0.677528393,44.44252021,High
1.5,462.9681101,3.523802514,-1.383278397,34.41363309,High
1.5,2523.046376,5.788287425,108.3043016,31.88577516,High
1,54863.07909,5.616894158,-71.66398303,35.92094677,High
2,13452.53223,5.393282287,97.38139302,-4.160798031,High
1,4935.080658,5.5,13.59748288,42.96859774,High
2,7347.108875,5.818221096,108.493407,26.50242119,High
1,6320.940147,4.370654221,102.7184342,18.03230469,High
1,9221.218662,4.513517475,8.489044315,17.93477021,High
2,371674.2425,7.592422398,22.85817743,6.855734625,High
1,730.4287249,5.953334092,54.07773685,22.2192653,High
1,13594.29801,6.169057263,126.3901149,2.47835807,High
1.5,6736.461899,5.229617009,43.13566418,8.075740273,High
1,32897.43855,4.688420118,-1.583698842,36.33489449,High
1,259046.4962,6.304524741,46.73666183,19.89286014,High
1,27103.22806,6.945305589,107.8416831,29.82863612,High
1.5,13605.51946,4.868379587,169.002645,-27.88799578,High
1,44194.8753,6.79051002,25.04808228,32.49004446,High
1,43245.92775,5.832898702,-18.488758,13.8038786,High
1.5,41.14833433,5.591072498,22.09283275,16.24925453,High
1.5,4914.577709,4.871877693,37.57911146,34.7391428,High
2,25197.67233,6.927567734,-3.440750807,49.24570205,High
1,32.93859267,4.0507432,77.30751574,32.24488028,High
1,1711.494013,3.83510856,-132.2798436,54.85045751,High
1.5,6528.769739,4.956333872,57.15867644,19.48705226,High
1,13295.03741,6.054552145,104.7751399,26.78172338,High
2,4442.429208,6.324485277,5.256216043,-0.746618103,High
1,26242.39808,6.03858338,8.792647387,17.65385631,High
1.5,1900.849282,4.185004918,69.01703935,32.94999699,High
1.5,377942.0291,6.694899218,50.1189817,17.14706554,High
1.5,95079.32856,6.164720372,9.530904778,23.03615938,High
1,4447.340419,4.623429325,94.44669271,19.75842268,High
1,74499.81828,5.323176712,12.73435743,7.403337505,High
1,27.36114172,4.2719003,50.60533462,40.1829449,High
1.5,43406.85814,5.532651589,14.52810092,15.80729046,High
1.5,362119.1483,7.164126921,53.20149741,17.87808612,High
1.5,55544.08393,6.074671336,-50.59342149,-14.60434451,High
2,11455.8163,6.084998583,120.5294625,-18.68691191,High
1,4950.464227,4.901316929,42.67805005,39.36508925,High
2,371603.0333,7.8733567,14.33529473,15.91338853,High
1,52960.2332,5.489259142,46.93161906,18.30682726,High
2,4434.108308,6.078526899,27.50635601,12.83087399,High
1,59963.02466,6.724726706,42.54357883,28.32172957,High
1.5,4759.23912,5.747945616,43.44498861,18.5040591,High
1,24426.28029,5.449130302,0.130432786,25.73716238,High
1,175812.5174,6.175982925,74.53746876,34.25310744,High
1,31874.9738,5.805520792,62.028983,24.25954038,High
1,9381.692731,5.167843028,105.4603174,29.49464941,High
1,115188.5063,6.875465565,-61.53666123,4.746236222,High
1.5,8936.917258,5.018986505,174.2991078,-38.88862093,High
1,14915.90382,6.02502982,44.17506195,37.00825217,High
1,9780.531108,4.536682034,3.196788247,43.46841143,High
1,4393.755794,4.766314625,64.61207694,24.81806929,High
1.5,31879.47025,5.421390089,-33.56354593,27.91328354,High
1,28655.9582,5.583029131,56.14984427,18.80161145,High
1.5,351120.014,6.977807766,0.997891497,0.971496435,High
1,28359.64693,5.678506392,100.329326,10.45244298,High
1,26205.39835,5.823858624,-7.105760411,16.81323664,High
1,3578.701404,4.246075996,-61.77128102,12.0279173,High
1,893.4336732,3.859498846,174.5706962,-31.28317436,High
1,26458.35082,6.087751385,37.04047719,26.01332378,High
1.5,1261.834229,5.37481717,65.97579283,12.09505064,High
1.5,80029.08371,6.784970811,-10.94315824,13.53405591,High
1,873.9700619,5.147039934,34.62824598,27.70289458,High
1,776.2594221,4.492275155,29.35513345,33.72467876,High
1.5,14634.58745,5.539572729,84.34728821,31.12163517,High
1,4892.314539,5.527109792,73.04057879,11.34417419,High
2,26915.51127,5.894881342,19.83984149,24.67845526,High
1.5,362975.2996,7.138842632,55.23863149,18.10277495,High
