Dis Mag Value,Latitude,Longitude,Affected
7,8.636832004,123.8086716,Low
5,40.62295082,22.11640148,Low
5,38.58651344,23.09335739,Low
5,6.482186128,118.7764412,Low
5,6.577717137,130.8582037,Low
8,-25.95534457,-69.92775966,Low
5,32.81520883,75.28955306,Low
6,34.97628069,70.06738745,Low
6,3.107183831,118.3218557,Low
6,38.10582097,23.06433556,Low
6,-12.90168157,-75.93007661,Low
7,35.66424352,71.08121745,Low
6,37.9803574,22.64542511,Low
6,35.45706129,71.09502168,Low
5,44.3556151,15.42500265,Low
6,35.86964018,69.95268504,Low
7,2.267829691,123.4527278,Low
6,65.1491003,-15.07861455,Low
7,-19.58128169,175.1664271,Low
8,-29.98520143,-71.11317472,Low
5,2.258151998,-76.70057396,Low
5,41.1524347,-112.6992972,Low
5,32.44375942,49.71699137,Low
6,42.14096214,44.52902032,Low
6,15.39749087,-93.4872703,Low
6,34.20911507,70.51299942,Low
7,15.08481756,170.1179321,Low
6,38.68567193,70.77562655,Low
6,26.56300312,27.61224074,Low
8,-32.19706601,-71.65577557,Low
7,24.58079795,64.75835504,Low
7,28.54535136,63.89821058,Low
6,29.98071857,101.9078139,Low
6,38.46237115,21.79858241,Low
7,-2.890206365,-77.36991803,Low
5,35.17463846,52.04009215,Low
8,-50.88284084,-71.34403614,Low
6,36.30025903,69.74302536,Low
5,34.46600989,51.465402,Low
7,-3.467272972,101.4203297,Low
6,27.83220618,53.12264199,Low
4,42.30479858,14.2530816,Low
6,27.05481008,66.14568742,Low
6,36.3466143,69.87219554,Low
6,41.03049278,5.768758544,Low
5,39.46958408,39.95008573,Low
6,38.7258308,23.0110177,Low
6,34.01687859,71.35582826,Low
6,19.26367843,-148.3024423,Low
5,39.13016177,-115.0789469,Low
5,8.145840455,124.7375005,Low
6,28.12317604,65.95100217,Low
5,32.44263095,75.5276395,Low
6,29.24057362,66.64152444,Low
6,29.61734799,29.92100759,Low
7,36.46869607,70.41381403,Low
5,-13.01330204,-74.68163215,Low
6,38.72651568,22.05212859,Low
5,39.23015699,6.517849164,Low
7,-4.481301259,-76.90478958,Low
6,-0.842,120.764,Low
6,-1.547590256,-79.20503509,Low
6,9.704228829,-81.38587301,Low
5,6.537449272,124.3450227,Low
5,34.91821523,51.43438117,Low
6,33.20290578,117.9161824,Low
7,39.87787725,141.5605946,Low
6,5.993580706,116.5572798,Low
7,8.783849694,123.4418589,Low
5,41.12143628,42.99354504,Low
7,17.17834751,-101.2340088,Low
7,-8.129329091,152.9661278,Low
5,40.81611131,42.40687155,Low
7,0.857271811,80.41648362,Low
5,38.63201085,21.19636149,Low
4,42.06497122,8.699868416,Low
6,34.74052491,111.211768,Low
5,35.46583815,139.1197688,Low
6,-0.842,120.764,Low
7,28.796097,103.2147753,Low
4,51.87200859,2.511085533,Low
5,32.31715686,76.19544556,Low
5,-0.368940565,-78.37662754,Low
7,39.27220414,59.09986171,Low
3,8.242779253,121.78587,Low
7,23.33562185,117.3427686,Low
7,36.29234542,135.8489935,Low
5,-15.89192281,-72.6344625,Low
7,1.372145591,-79.42518608,Low
6,28.34983118,66.05841784,Low
7,-3.486276347,102.4701594,Low
6,-14.12934179,-74.57130357,Low
3,8.29809541,121.7028582,Low
6,39.18389968,21.78553318,Low
5,39.23216307,42.00839195,Low
5,34.42713117,49.90552831,Low
6,13.58057373,-88.70961104,Low
7,30.32425048,128.1805031,Low
6,27.22997566,65.5600522,Low
7,42.80265221,142.6971711,Low
7,34.58033282,71.25544066,Low
6,34.52188522,70.84935716,Low
8,-26.90790153,-70.23110765,Low
7,-39.59065388,173.348731,Low
7,22.57319941,118.9326053,Low
5,35.29416078,139.3698774,Low
6,31.51253745,100.4588837,Low
5,44.66138033,26.98879055,Low
6,-0.842,120.764,Low
6,34.50588163,56.37572428,Low
6,-3.806823119,-77.73339924,Low
7,36.24213997,70.45757729,Low
7,29.98209105,98.75362681,Low
6,26.12147607,-137.9956548,Low
5,39.80200255,41.99167012,Low
7,37.08913286,136.9896475,Low
7,28.64589585,103.3629252,Low
5,39.22304089,40.53439308,Low
6,30.34833178,26.23134481,Low
6,29.02330409,66.42773122,Low
6,38.98726052,20.60260084,Low
7,10.27444921,157.4101881,Low
6,11.04798923,121.2381731,Low
5,35.3355026,139.3096485,Low
6,37.96664046,22.09055267,Low
7,7.832102688,-77.88764505,Low
6,18.20174408,-102.4832873,Low
6,39.21439931,0.069129171,Low
6,37.95749351,26.60272939,Low
5,38.60652178,44.64195561,Low
6,32.80824101,-115.3521895,Low
5,7.912498949,125.1789222,Low
6,14.58432745,-61.86685121,Low
6,42.18397809,44.73892571,Low
7,16.22673483,-97.5808747,Low
6,39.210149,142.2917316,Low
5,33.32837756,24.77277284,Low
6,6.75125545,118.4316696,Low
5,34.30513785,135.6248141,Low
6,30.51094188,103.6813734,Low
7,17.73478658,-102.4932726,Low
7,24.50818285,102.0050852,Low
6,34.66114385,70.75670728,Low
6,19.47862599,-155.3230435,Low
5,38.42615139,21.92716258,Low
5,32.61306299,49.01328594,Low
6,34.20551416,50.45728327,Low
6,31.46980545,101.1054804,Low
8,-44.03994201,-72.09927653,Low
6,30.7961573,102.9151701,Low
7,2.167989271,96.48905422,Low
5,-13.54792167,-74.12000856,Low
4,43.42562081,13.53863937,Low
7,13.10734683,-90.263005,Low
6,20.15950922,-104.2022158,Low
4,43.49700193,12.87060745,Low
6,39.70201068,123.7472509,Low
7,35.60227801,71.13262631,Low
7,3.198821696,96.8680193,Low
6,-9.208648763,146.9047345,Low
6,27.18296342,54.47694564,Low
6,34.33508992,73.08982018,Low
7,1.261427991,-79.36039975,Low
6,39.2740227,22.77259563,Low
5,37.84780955,-0.279171054,Low
5,40.27732147,15.81273042,Low
5,40.36914384,22.30300245,Low
7,28.99453122,61.62786442,Low
7,-14.32811818,-75.0208824,Low
5,39.40414367,40.64044739,Low
5,32.81853407,75.72217102,Low
6,45.40199535,26.84515888,Low
6,38.40735873,20.80640237,Low
6,50.87923687,5.851334773,Low
7,27.99665836,62.14594719,Low
7,-5.021358025,150.6273292,Low
4,42.41495086,11.33718296,Low
7,14.73078742,174.2328691,Low
7,-14.35844615,-75.0015517,Low
6,28.06418398,57.92265956,Low
6,27.45706311,54.55718638,Low
6,31.09949599,117.949937,Low
7,23.73127044,121.691419,Low
6,24.04889385,30.61313184,Low
6,8.822618746,119.1727764,Low
4,43.79963358,13.27783144,Low
6,0.655021651,-76.32938882,Low
6,28.11755905,65.94834018,Low
5,43.04871096,19.94577926,Low
5,39.35729533,41.01308204,Low
7,15.28643594,167.7744962,Low
6,35.95997345,140.2892874,Low
7,1.831968655,96.78309736,Low
6,27.70528899,64.05450262,Low
5,32.96197394,73.99021145,Low
7,27.86813254,63.03160787,Low
6,2.413226061,118.7509938,Low
6,-2.119471428,-79.80634398,Low
6,31.32952013,100.5324245,Low
5,35.39373289,138.7635965,Low
6,-19.15301597,-70.56769555,Low
6,32.17232005,49.41950711,Low
6,55.12586933,-0.127940792,Low
5,37.84187287,6.833696038,Low
6,45.5829937,6.883153516,Low
6,35.28507198,71.3912638,Low
7,-2.492031462,95.12084587,Low
5,-12.34022213,-76.25560364,Low
7,12.31170455,98.01878052,Low
7,18.59417088,-155.7418128,Low
5,32.83491939,28.92567182,Low
5,34.03503121,70.9230393,Low
5,-13.1401298,-74.39039816,Low
6,30.42690325,103.8563786,Low
5,38.09367498,23.1074538,Low
6,8.966324185,119.3061514,Low
5,-13.98126313,-73.84537187,Low
5,39.78532261,5.077845383,Low
6,26.51841345,30.3061859,Low
6,39.17961751,21.5740136,Low
5,38.16301506,23.34365444,Low
7,18.66046456,-116.4811279,Low
6,39.18241419,21.7121569,Low
5,39.56634882,22.5722432,Low
7,6.92529912,125.0854045,Low
5,39.75646528,40.37079095,Low
5,62.57093485,-11.78892405,Low
7,7.860433024,121.1756322,Low
5,37.16903809,2.251208183,Low
5,-0.106925074,-78.33584211,Low
5,7.701116042,124.2791118,Low
7,-4.067952336,-76.18868027,Low
5,28.96549562,26.01746473,Low
7,-22.86379558,-68.94323569,Low
7,5.114309526,125.913766,Low
6,-7.689921166,-77.90453747,Low
7,39.74445406,149.7111863,Low
6,36.27286512,69.68984455,Low
7,32.96270539,59.62769102,Low
6,37.94677514,27.40023842,Low
6,30.45445129,103.7578013,Low
6,-12.68956204,-76.06532147,Low
5,40.42616314,22.20130008,Low
6,33.59472021,29.35030833,Low
8,-34.25037029,169.8735968,Low
7,27.91634775,62.72874609,Low
5,36.66544284,54.29816426,Low
7,0.691097597,-79.02667131,Low
6,8.298379496,124.4489361,Low
6,47.04769232,57.31652124,Low
6,-14.18803527,-74.58293714,Low
7,23.50826496,117.0462148,Low
6,30.64868973,103.3113273,Low
5,-14.29438672,-73.64692508,Low
5,-1.40114811,-79.5367337,Low
7,36.51985941,70.35494753,Low
6,43.49955875,56.48715726,Low
5,36.16050552,28.26143754,Low
5,35.68707486,56.54938223,Low
6,-20.49242197,-69.71882681,Low
6,4.305009338,117.5811298,Low
5,38.83611316,23.03873327,Low
7,11.04136319,163.8694995,Low
7,18.03805617,-102.4845829,Low
6,28.84615764,66.30248816,Low
6,-1.029909807,-78.12819747,Low
5,-15.19506468,-73.07610684,Low
7,4.55018592,90.35888858,Low
7,10.20177871,122.7418082,Low
5,32.31056529,76.08590363,Low
5,39.11314262,22.78210773,Low
5,32.30212509,49.17211678,Low
6,32.52567334,130.5108714,Low
5,37.11973871,140.1811408,Low
6,28.24499639,117.3121708,Low
4,41.58529814,14.71171054,Low
5,41.04200321,17.64206175,Low
6,34.10630645,136.1055605,Low
5,37.99593118,23.27540963,Low
6,44.64391838,15.51606328,Low
6,36.10515988,113.4448071,Low
5,33.69889292,48.45863086,Low
5,33.66455075,28.0445461,Low
5,39.49941731,39.88263472,Low
6,-2.917300899,137.3127183,Low
6,34.17097751,70.68762929,Low
6,-5.712718149,113.4324266,Low
7,36.49921949,70.29743386,Low
7,-9.8680495,158.7437334,Low
7,16.5082051,121.2595366,Low
6,34.17751009,58.39847176,Low
6,38.9074148,20.60149187,Low
6,-0.842,120.764,Low
7,14.42706056,120.7860588,Low
5,35.19664115,139.5119492,Low
7,-14.59901366,-74.66439674,Low
5,38.15305699,23.065934,Low
3,8.214966379,121.5103379,Low
5,39.04571796,44.4016925,Low
8,-30.84795363,-71.32228889,Low
5,16.38068276,31.2972459,Low
7,34.24259429,71.18565998,Low
6,39.63244508,119.9503192,Low
6,37.98512583,22.83831595,Low
5,42.33333862,25.29156811,Low
5,29.64656288,57.55452048,Low
6,4.912551029,137.9684328,Low
5,40.4386788,18.59190762,Low
6,26.20429419,117.1779141,Low
6,26.54160935,66.63351199,Low
6,36.14638657,69.90769688,Low
6,27.60960948,102.8518481,Low
6,41.64751362,19.16513669,Low
7,35.86677499,70.91318989,Low
6,38.81814699,142.4490073,Low
7,-2.345715488,104.1642565,Low
5,31.01649574,29.14146849,Low
7,33.45603708,59.67622419,Low
6,18.3594316,163.1316821,Low
7,45.83382991,52.13510239,Low
5,32.44701824,-133.4241392,Low
6,11.40811445,60.8148009,Low
6,26.52901758,66.64548114,Low
7,-0.602354483,86.2804021,Low
6,37.94346617,21.15311522,Low
7,14.41534448,177.8993023,Low
6,4.720501345,117.3241928,Low
7,1.699725219,87.27149222,Low
7,40.49335548,142.4964819,Low
5,39.16134677,42.57166935,Low
6,37.962347,21.91687543,Low
7,-14.19519931,-75.11495569,Low
8,-25.70343698,-69.84753804,Low
7,1.395018107,83.79515836,Low
5,38.12417794,42.42031022,Low
6,29.66922277,121.0158012,Low
6,33.34936176,133.4263365,Low
6,28.75935671,-107.1657416,Low
5,37.9648613,22.01858285,Low
7,36.58005578,70.38391209,Low
6,7.802344838,-76.9160143,Low
6,-6.531974745,141.1832791,Low
8,-29.47296537,-70.98507123,Low
6,42.38679032,10.50533604,Low
6,34.39560438,50.73318818,Low
7,30.51767592,99.56802242,Low
6,38.76668347,24.73392935,Low
6,-19.9242228,-70.0789316,Low
7,19.99628568,99.57946632,Low
7,43.06502967,46.26462827,Low
8,-49.3384917,-71.51448362,Low
6,27.58050637,64.83831926,Low
6,33.10955703,74.85187914,Low
5,-13.31617728,-74.41012708,Low
6,2.088293157,118.9519297,Low
5,27.03426958,53.91075793,Low
6,36.72543021,118.3270633,Low
7,23.8615669,121.7685892,Low
5,38.27681325,22.45731295,Low
5,33.7820157,71.64624594,Low
6,19.12427322,-103.2932729,Low
8,-29.17143496,-70.90787075,Low
5,36.05478753,53.38218129,Low
6,-13.7953599,-75.19985912,Low
6,34.148861,70.72166818,Low
7,17.91020304,-101.7566469,Low
7,23.30360128,101.316894,Low
6,31.66119716,133.991238,Low
5,35.23605378,52.15408067,Low
7,23.15833869,117.7124472,Low
4,23.01359932,28.6808451,Low
5,34.99929938,51.41540375,Low
7,17.52874608,-102.4991763,Low
7,-4.538369411,-76.83468023,Low
6,-0.511134775,120.5593955,Low
5,38.46466907,0.551453553,Low
5,38.47748579,23.85241654,Low
5,28.42006518,104.7667095,Low
6,28.38988118,-131.3237963,Low
7,-1.777547395,-165.5162121,Low
7,3.763721173,95.58627144,Low
7,1.928769588,-79.04816226,Low
7,5.027783466,125.8389564,Low
5,39.2751828,40.41081677,Low
6,38.92751371,23.99489417,Low
6,38.41182074,20.80520836,Low
6,16.15677351,-95.96690318,Low
6,28.4175869,66.14750368,Low
6,33.87106058,73.62337077,Low
6,15.63587531,-95.16299641,Low
7,-4.834490807,-75.9725442,Low
8,24.74269836,98.09756253,Low
7,2.495273522,96.20265605,Low
6,30.06332097,102.8201639,Low
7,31.52772995,59.48652046,Low
5,7.202307728,125.4498106,Low
6,-3.519571303,-78.08629374,Low
7,1.732500403,85.99239409,Low
7,8.500574084,-70.00933775,Low
5,37.36482698,1.521330498,Low
7,8.663663468,97.23334928,Low
5,40.66317677,22.0990471,Low
6,41.73507003,43.74452975,Low
7,5.680826414,126.0023172,Low
6,8.411444821,124.2350458,Low
6,-21.70896619,-68.94782357,Low
7,1.254581078,-79.30954974,Low
7,-22.23461693,-68.74286964,Low
6,37.97850231,22.57038365,Low
6,1.427376577,119.3606353,Low
6,19.9636239,63.54906036,Low
5,34.58932326,55.86172923,Low
5,41.63118199,21.49043189,Low
5,-12.80324415,-75.17284445,Low
5,38.25573228,-111.3063208,Low
4,9.747663269,121.7832616,Low
6,31.9739271,117.5574952,Low
6,38.13296716,20.87982794,Low
6,23.85848989,115.0497314,Low
6,35.23999616,71.35607422,Low
6,39.01027335,20.60292046,Low
7,29.66397006,100.6073156,Low
6,33.61370555,133.6311843,Low
8,-29.31492649,-70.94554778,Low
6,40.2050382,19.83627614,Low
6,28.67263847,64.37079032,Low
6,16.1236786,-95.81913558,Low
6,35.14309712,70.43605993,Low
6,39.01170102,20.60294029,Low
7,11.58438344,61.02760246,Low
5,39.15786159,42.59939071,Low
7,14.94247476,97.80489859,Low
5,-16.74678775,-72.09267896,Low
6,38.87453581,20.60103522,Low
6,-18.4599611,-73.12678882,Low
7,1.488058374,-79.49073305,Low
7,-29.60382442,164.814052,Low
6,37.64385137,70.30197213,Low
5,43.73838472,9.572275269,Low
5,39.19765005,42.28291074,Low
4,42.26092756,20.18862405,Low
6,-2.058215621,118.9333102,Low
6,27.8888013,67.43919932,Low
6,1.92586324,119.0523751,Low
6,38.45679934,20.73218401,Low
6,39.18719924,21.94851609,Low
7,17.16947176,-99.89488208,Low
6,54.64520034,-4.36535443,Low
6,39.18523966,21.85172179,Low
6,19.14811003,-103.0681743,Low
5,30.652273,131.6486804,Low
6,-12.54443135,-76.19188526,Low
6,29.58241626,102.3519704,Low
7,13.69048854,98.87675652,Low
6,-3.011108377,-76.88077342,Low
6,34.21658227,73.07812176,Low
6,-11.66670088,-76.44147348,Low
5,35.02361628,50.43466369,Low
6,30.68743754,101.2011304,Low
6,5.476512974,-75.30954738,Low
6,0.045923309,-77.66891162,Low
5,39.49488879,39.91865488,Low
5,8.505793683,122.4408573,Low
5,35.47504596,52.1961486,Low
7,30.18633593,99.06419595,Low
6,38.90315976,22.30306094,Low
7,-7.175672195,-168.1062454,Low
6,35.30911821,28.93636067,Low
7,17.74222936,-102.3161179,Low
7,23.93049634,167.5090151,Low
6,29.36500661,117.3858557,Low
6,28.5188354,-111.7509753,Low
7,-14.50868427,-74.90579166,Low
5,47.84831301,9.169652632,Low
5,-12.64723771,-75.53765952,Low
6,27.1951742,65.51984346,Low
6,59.0953131,-12.79004282,Low
7,4.189504523,89.34860086,Low
5,32.86471438,74.39223073,Low
6,5.302621454,-71.43250813,Low
7,24.47121362,100.1530473,Low
5,-0.465828552,-78.19511524,Low
5,1.757135667,-77.05747496,Low
8,-33.09981215,-71.88480864,Low
6,27.17590952,53.49504968,Low
6,-5.299627044,114.0542256,Low
8,42.0253973,144.3334907,Low
7,28.23762431,60.47562516,Low
6,31.79052228,99.81370178,Low
6,-21.98082233,-68.77553064,Low
6,37.99237581,23.13158921,Low
7,36.23678069,70.60621955,Low
5,7.950320366,125.1073739,Low
7,14.98276277,171.3041278,Low
7,-2.255818462,100.8492909,Low
6,32.46158705,49.56715381,Low
7,14.27236155,165.3241536,Low
6,37.94440516,21.19109886,Low
6,1.73138034,122.9889191,Low
7,10.83709528,122.3981792,Low
6,38.96014373,21.44601987,Low
6,18.94248068,63.24253591,Low
6,30.26452783,118.5940499,Low
7,0.816516263,80.08485741,Low
5,56.68636357,-10.10969294,Low
6,37.93966794,20.99947085,Low
5,39.24806734,40.47508041,Low
6,31.04085686,99.05875547,Low
6,27.86895341,59.40090723,Low
6,-25.16555301,-72.46903777,Low
7,17.25495497,-100.1008552,Low
6,33.21063016,75.10073618,Low
6,-11.77718861,-75.95949185,Low
5,-12.75516823,-75.82255695,Low
5,27.66652972,56.3671927,Low
4,24.25695063,104.2062013,Low
5,37.96064074,4.065375964,Low
7,47.45163564,55.56521139,Low
6,33.30751158,132.748325,Low
6,26.73735033,66.44744979,Low
6,-4.790132849,114.8211339,Low
6,42.37218485,45.04759936,Low
6,10.87900951,-65.55702226,Low
6,-13.15168648,-75.79572358,Low
5,37.69436288,28.53222417,Low
4,42.51990506,14.11596695,Low
5,34.16109268,48.19793286,Low
5,6.551712683,117.8005559,Low
6,17.42765754,-100.077527,Low
5,38.7847706,3.766169236,Low
6,21.73155135,-105.3793583,Low
7,20.66349053,120.6999245,Low
5,35.66648186,28.17422278,Low
7,31.02704334,101.0142972,Low
5,43.48107703,23.62481819,Low
7,4.198794163,145.3832802,Low
7,22.0399078,99.24675877,Low
5,41.58724811,43.69703776,Low
6,35.42475981,69.93426604,Low
6,-6.351763922,137.9199639,Low
6,-0.842,120.764,Low
8,7.438671218,124.5354158,Low
5,37.38861407,45.6161815,Low
5,32.23284565,76.27503105,Low
6,27.42735756,65.78810236,Low
5,38.92558254,43.61747751,Low
7,1.275786359,-79.36880154,Low
5,33.037937,74.93807785,Low
6,31.4523978,49.82348485,Low
7,6.482536503,165.0666601,Low
5,32.48363781,49.07939789,Low
6,34.51676859,71.16932454,Low
7,28.21908617,100.7137074,Low
6,34.24126137,70.36580318,Low
5,32.81714456,75.72348265,Low
7,-0.780273251,106.4894381,Low
7,9.757743462,63.37135137,Low
5,31.0431159,25.42473791,Low
4,7.425423117,123.0124591,Low
5,27.25641813,54.81165675,Low
6,15.84278569,-95.68563357,Low
6,33.53354235,122.4037447,Low
6,34.88202844,70.96301162,Low
5,37.96987729,25.68130455,Low
4,8.490209852,122.3847555,Low
5,-12.68051774,-75.45983545,Low
6,27.32953367,65.67507906,Low
6,35.36498395,26.23856877,Low
6,-18.11977938,-71.22252481,Low
7,-14.78777384,-74.7279032,Low
6,27.4518537,-110.604934,Low
5,39.25759693,3.843844305,Low
6,34.9763694,57.85810201,Low
7,35.57947192,71.15154708,Low
5,28.05067849,57.87383774,Low
8,-33.1847857,-71.8999297,Low
6,39.89647296,71.32610643,Low
3,8.239478275,122.2341501,Low
8,-30.73542338,-70.77601205,Low
5,34.98072337,47.5422958,Low
8,-49.73247045,-71.40386921,Low
7,-30.041608,-71.0615476,Low
6,6.561109317,125.6826536,Low
7,-2.097178853,100.7569791,Low
7,34.70319848,71.28082613,Low
6,38.58122867,70.72814236,Low
6,36.88285972,70.78916191,Low
6,28.23039232,121.3108335,Low
7,0.706219631,-79.22118109,Low
7,9.158533788,155.2012062,Low
8,-18.77500899,-74.38084868,Low
7,4.620241438,96.29358614,Low
7,22.06878227,120.706783,Low
6,43.4633495,7.836636623,Low
6,-0.991077821,121.4570214,Low
7,32.0455466,59.53746242,Low
7,1.815042515,86.52979851,Low
7,11.17642379,122.2146438,Low
6,26.39301151,-136.7016435,Low
6,35.47416921,71.06555424,Low
6,32.99899482,131.8587684,Low
6,29.0965335,51.71876865,Low
5,37.55154895,0.825253191,Low
6,28.68274968,66.39978739,Low
5,34.1119714,48.43396038,Low
7,-9.029114253,-75.64185313,Low
6,28.08357205,-132.5706168,Low
7,3.25639561,95.9139723,Low
6,32.45091472,51.55810676,Low
5,29.87655075,28.69981338,Low
7,19.11149158,-155.4936011,Low
7,9.323404914,123.2169016,Low
7,-26.97579307,-70.14988489,Low
6,29.91118436,67.1411371,Low
6,33.52348048,51.10313472,Low
7,37.23649856,70.57630819,Low
6,11.04823974,122.5073926,Low
6,-3.159124985,131.5356713,Low
6,7.823439314,-76.62177486,Low
8,-36.65691609,170.7795776,Low
6,33.85205235,69.98555391,Low
5,40.61845692,27.90645181,Low
6,23.38549557,69.63356597,Low
6,35.46388285,71.08327192,Low
8,-47.68507179,-71.69696907,Low
6,54.3334076,-4.034471205,Low
5,41.28419386,43.24168386,Low
6,-0.971596811,-78.05374682,Low
5,37.7060901,0.249142178,Low
5,43.78341919,4.58733835,Low
6,39.03919604,21.86364361,Low
7,17.67834155,98.765556,Low
7,-0.304030498,-78.8663262,Low
7,35.49748807,71.2195639,Low
6,37.91239639,71.31619915,Low
7,36.18453514,70.86312098,Low
8,42.60425887,145.0292683,Low
7,2.606923211,123.7459047,Low
6,29.76412136,104.0446613,Low
6,-1.270998687,-78.64415301,Low
8,-20.789366,-74.21426676,Low
5,36.34163479,23.91311702,Low
5,33.57380446,51.02806303,Low
6,19.87274983,-101.7792226,Low
5,41.51128415,27.68467888,Low
7,8.378882738,122.4582101,Low
7,7.607443241,120.549768,Low
7,-34.79931387,-72.22866949,Low
3,8.206846708,122.5221484,Low
7,34.22819585,71.18268509,Low
4,40.13554495,8.106931645,Low
6,1.381934147,109.7010066,Low
5,-0.189308127,-78.2734627,Low
6,28.76611604,51.99119592,Low
5,40.14167144,3.989078496,Low
7,-14.29941087,-75.04697005,Low
6,33.58611762,133.5516391,Low
5,34.37668727,51.38817486,Low
7,14.72869754,174.2571601,Low
6,47.91023555,57.79540885,Low
7,1.104449442,-79.36106109,Low
7,-28.86999035,-70.7131508,Low
7,-0.932476311,100.0792427,Low
6,-1.907833986,125.7187666,Low
7,45.90075465,52.27699777,Low
5,44.35728859,27.05154726,Low
6,15.39047219,-93.48833208,Low
6,32.52594659,130.2187557,Low
6,38.4103313,23.19748499,Low
6,31.51875654,144.6752418,Low
6,25.52296518,67.28864939,Low
7,43.66366923,58.58205403,Low
5,36.23057678,139.704401,Low
5,24.24852793,27.77203015,Low
6,31.45711601,100.5330506,Low
5,34.40574311,49.80566155,Low
7,29.96299865,102.0638101,Low
5,33.39254431,74.37849132,Low
6,28.11557482,66.12393003,Low
6,38.41330325,23.1957285,Low
6,-2.816710469,117.7915975,Low
6,2.965782544,118.4092972,Low
7,28.55401104,103.4535551,Low
7,-25.18326839,-69.61685274,Low
5,-13.11225105,-74.49411448,Low
5,33.32719007,48.64850118,Low
7,22.20706125,169.4486562,Low
6,-2.942275747,117.6025923,Low
7,-5.205688718,146.108409,Low
6,27.43631512,104.4164159,Low
7,-4.872438547,106.9276796,Low
7,12.31331387,171.7329928,Low
6,38.82109257,20.71142947,Low
6,33.95421516,-109.5953131,Low
6,38.93065994,20.60181472,Low
6,7.776977905,-77.74463849,Low
6,8.400068293,124.2565672,Low
7,-23.67484303,174.7945588,Low
7,29.38233485,102.6365438,Low
6,-1.299862219,120.07481,Low
6,19.04185413,-102.537571,Low
5,35.24982574,139.4344671,Low
7,30.60977171,99.70806073,Low
6,4.82280616,117.2609283,Low
8,41.61910297,143.8451347,Low
7,-3.889579349,145.7896637,Low
5,34.9416643,47.57353984,Low
5,35.19846899,52.10943092,Low
7,17.8831325,-102.2091549,Low
5,-13.43312871,-74.30805691,Low
7,19.11064719,-130.1104199,Low
6,40.64872642,41.86522403,Low
7,5.788444595,95.03552121,Low
6,32.57750611,130.643476,Low
6,23.12616604,69.93391303,Low
5,27.19756361,54.57297877,Low
6,28.54841846,104.013884,Low
6,-13.20874515,-75.73435784,Low
6,28.77840649,104.0197065,Low
5,-0.556431463,-78.03838025,Low
7,-0.572838127,-78.77190632,Low
6,23.96819674,64.75114394,Low
7,11.09010878,175.8811668,Low
7,29.33304659,127.1602579,Low
7,1.584866253,-136.8114426,Low
5,36.34789519,55.33252281,Low
5,37.93535452,28.24999822,Low
6,41.51157164,45.44865335,Low
7,22.46334259,99.06671905,Low
7,5.31087486,136.9956727,Low
6,40.29066876,1.792098377,Low
5,38.27705741,22.45644618,Low
6,28.23940205,58.55606558,Low
5,40.55419998,22.14606213,Low
7,2.591437682,-79.18341843,Low
6,6.178006624,124.8844307,Low
5,35.29218077,52.23827115,Low
6,32.59971253,143.159161,Low
6,39.4658107,71.13030968,Low
6,30.87704236,145.5752696,Low
5,39.84867014,42.02745558,Low
7,35.46060257,70.70671144,Low
5,41.27223669,25.58196466,Low
4,3.739540719,121.2330792,Low
6,-9.958204369,-75.74924287,Low
6,0.680685885,-78.86419498,Low
7,17.58783809,-100.9464101,Low
6,29.59810002,104.0404582,Low
7,37.97820355,141.1647663,Low
5,-1.41034459,-79.5448104,Low
7,3.116006262,94.99994364,Low
7,-1.799087511,100.3106847,Low
7,3.007321741,94.29233463,Low
7,7.420114226,124.7592869,Low
7,42.98728058,145.4332364,Low
6,21.43611669,100.7419787,Low
6,8.688192783,123.097494,Low
5,41.06043631,42.87633528,Low
6,31.64570135,100.2806791,Low
6,34.07810805,50.86786705,Low
7,29.94741846,97.95761454,Low
6,31.48235594,68.22397068,Low
6,48.81478752,6.253532608,Low
7,13.91678409,122.3376134,Low
7,1.160340231,82.26724824,Low
7,8.643416802,-79.79093216,Low
5,27.62343964,55.99485021,Low
6,30.85804584,102.7489127,Low
5,34.40896624,48.01790381,Low
6,41.87319836,44.4134825,Low
7,1.02266232,98.94155425,Low
8,27.54867419,96.90449307,Low
6,38.47292189,46.60000124,Low
7,4.661653895,-78.58293311,Low
5,40.75094129,42.28164915,Low
7,-14.64875368,-74.81651304,Low
5,37.8493234,45.24765197,Low
7,28.06101753,103.0847371,Low
4,44.225589,14.92770551,Low
6,30.46767762,103.7975986,Low
7,17.1134482,-100.9785718,Low
5,6.279110889,-74.46376905,Low
5,35.44147076,139.1552685,Low
6,42.50200148,45.07127263,Low
5,50.96244923,5.969253373,Low
7,5.264149615,-78.40817367,Low
7,2.043510737,90.06886078,Low
8,-28.48497122,-73.57786087,Low
5,7.955843204,-74.77491953,Low
6,41.81200781,44.3494048,Low
6,33.13526605,132.2516838,Low
6,28.68600979,64.42043413,Low
5,37.17852898,2.215827271,Low
6,10.29278333,123.1531354,Low
5,40.46689824,42.50152287,Low
6,-13.38344969,-75.64452568,Low
7,1.077092728,-79.2525361,Low
7,-14.63093287,-74.83069141,Low
6,29.21851102,66.61981484,Low
6,40.2665803,45.920382,Low
7,41.78829257,144.6933366,Low
7,-1.70794491,153.3589199,Low
7,-8.439040584,-75.57364892,Low
6,18.64991038,-121.9114128,Low
4,41.16281955,14.98100976,Low
6,38.90870339,22.31093597,Low
